chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"Prevalence and positivity","positivity","2.2567114085638997","2.0420067317091997","2.4847455381617998",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","positivity","2.4892665942803998","2.2444861639967","2.7349811716042",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","positivity","2.6368995124666","2.4196548510497","2.9390228476479",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","positivity","2.5256357119408","2.2797553856838","2.8054925893335003",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","positivity","2.6484717255245998","2.4231909229146","2.9036759081702",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","positivity","3.6151897044433","3.3420006522768997","3.9236749323406",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","positivity","3.3471969925512997","3.0614547430654","3.6796011890634",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","yldnew","0.6538390364012","0.6179373884975","0.6878123865684",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","yldnew","0.5798793146464","0.5492558021866","0.6157560442826",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","yldnew","0.7172593566209","0.6744051582982","0.7638377052538",,"both","15-99","2017","Shiny90",
"Prevalence and positivity","yldnew","0.7456067856422001","0.7024654134139","0.7945600712374",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","yldnew","1.1108320664842","1.0324695181703","1.1938857593469",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","yldnew","1.823541326716","1.6681832365062","1.9904407052856998",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","yldnew","1.5838402384152","1.4586179107777","1.7166108653546002",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","yldnew","1.7575893597867","1.6226525829499998","1.9195360721097998",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","yldnew","2.8474276747366","2.6362675843726002","3.0773264295966998",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","yldnew","2.7429685893341","2.4916998853105996","3.0085329929468",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Treatment adjusted Prevalence","1.0711108855477114",,,,,,"2015","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","1.0926842343670702",,,,,,"2016","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.8013196448994813",,,,,,"2017","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.8019117757437184",,,,,,"2018","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.5948917870097535",,,,,,"2019","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.3700545954789232",,,,,,"2020","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.3404398492398885",,,,,,"2021","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
