chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"Prevalence and positivity","positivity","3.9254699509114","3.6758173000994003","4.1633934778216",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","positivity","3.5425557441008997","3.3409562202209004","3.7651241805673004",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","positivity","3.0625718703660003","2.8497349605888003","3.2716250915758",,"both","15-99","2017","Shiny90",
"Prevalence and positivity","positivity","2.4576085207703002","2.2893786134014","2.6258764310497997",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","positivity","1.8631413246582","1.7492040670678","1.9936809797728001",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","positivity","1.3167235549138","1.2282948290958","1.4267556539739001",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","positivity","1.1206125431561","1.0531123811854","1.2017162221226",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","positivity","1.0049026046166","0.9327861307334","1.0767121414608",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","positivity","0.7404344400485999","0.6960930318912","0.7924938175734",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","positivity","0.7199200922497","0.6712567534892999","0.7705821001477",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","yldnew","1.6251635648163998","1.5531074988575","1.7115296859723",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","yldnew","1.4363613256275","1.3755157146032","1.5077906779222",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","yldnew","1.2606209048451","1.2018855083635","1.3268705730219",,"both","15-99","2017","Shiny90",
"Prevalence and positivity","yldnew","1.0590598882913","1.0090854068792","1.1121280472746",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","yldnew","0.8518737993303","0.8131265076304","0.8899172976944999",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","yldnew","0.6455681814656","0.6179272577775","0.6751551723939",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","yldnew","0.6085535691687","0.5812716863191001","0.6395295606075",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","yldnew","0.5839045124716","0.5555037080811","0.6138810575221",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","yldnew","0.46374757325270005","0.43924955490379997","0.48913673214459996",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","yldnew","0.4893652229098","0.46378714264500004","0.5172863590083999",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Treatment adjusted Prevalence","0.900567920707306",,,,,,"2015","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
