chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","1936636.732147326",,,,,,"2029","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","1942658.7289361875",,,,,,"2030","EIC and WHO HIV RDT Landscape Report 2024",
"Key Populations","HIV prevalence among sex workers","1.9",,,,,,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","HIV testing and status awareness among sex workers","50.5",,,,,,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","Number of HIV tests taken among sex workers","2779",,,,,,"2023","The Global Fund",
"Key Populations","HIV prevalence among men who have sex with men","12.9",,,,"Males",,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","HIV testing and status awareness among men who have sex with men","81.1",,,,"Males",,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","Number of HIV tests taken among men who have sex with men","19036",,,,,,"2023","The Global Fund",
"Key Populations","HIV prevalence among people who inject drugs","7.5",,,,,,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","HIV testing and status awareness among people who inject drugs","78.3",,,,,,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","HIV prevalence among transgender people","5.9",,,,,,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","HIV testing and status awareness among transgender people","81.5",,,,,,"2022","UNAIDS KP-Atlas 2025","Source: IBBS, 2022"
"Key Populations","Number of HIV tests taken among transgender population","4518",,,,,,"2023","The Global Fund",
"Key Populations","HIV prevalence among prisoners","0.2",,,,,,"2018","UNAIDS KP-Atlas 2025","Source: Programme data, 2018"
"Population Groups","HIV population (15+) Female","16073.13557","14124.0658","17662.22246",,"Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","Percent of people living with HIV who know their status","66.31562306918313","58.27402000781817","72.87198456811038",,"Females","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","Adult prevalence (15+) (Percent) Female","0.12084","0.10619","0.13278",,"Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","New HIV infections (15+) Female","347.89926","302.30788","394.6807",,"Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","Den Age-Female Gte 15","852508",,,"validated","Females","15+","2024","Global AIDS Monitoring 2025","852508"
"Population Groups","Undiagnosed PLHIV","5414.135570000001",,,,"Females","15+","2024","(calculated)","based on the estimated PLHIV and % aware data values"
"Population Groups","HIV population (15+) Male","67639.002","60102.15481","75286.25913",,"Male","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","Percent of people living with HIV who know their status","63.75759358483734","56.65324216283872","70.9660191636999",,"Males","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","Adult prevalence (15+) (Percent) Male","0.46152","0.4101","0.51416",,"Male","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","New HIV infections (15+) Male","2382.55421","2109.62109","2644.25208",,"Male","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Population Groups","Den Age-Male Gte 15","1004027",,,"validated","Males","15+","2024","Global AIDS Monitoring 2025","1004027"
"Population Groups","Undiagnosed PLHIV","24514.002",,,,"Males","15+","2024","(calculated)","based on the estimated PLHIV and % aware data values"
